date,developedcountries,developingcountries,africa,asiaoceania,america
12/21/2019,96.96936106061275,99.2844364937388,97.8579681417313,99.86331457603984,100
12/22/2019,96.96936106061275,99.2844364937388,97.8579681417313,99.86331457603984,100
12/23/2019,96.99086393471704,99.46236559139784,97.81015879028112,99.88405982631136,100
12/24/2019,97.0134522185625,99.27257485561766,97.81015879028112,99.92672973217188,100
12/25/2019,97.0134522185625,99.27257485561766,97.81015879028112,99.92672973217188,100
12/26/2019,97.08774500011096,99.4908934461494,97.81015879028112,99.94543063486088,100
12/27/2019,97.65131388002057,99.51890535347962,97.92578996098756,99.97205820672356,100
12/28/2019,97.65131388002057,99.51890535347962,97.92578996098756,99.97205820672356,100
12/29/2019,97.65131388002057,99.51890535347962,97.92578996098756,99.97205820672356,100
12/30/2019,98.00578099442066,99.57038995373428,98.10291516149276,99.9933692279129,100
12/31/2019,98.19390034460696,99.8502720409397,98.19700102940833,99.9908548168156,100
01/01/2020,98.19390034460696,99.8502720409397,98.19700102940833,99.96858712327524,100
01/02/2020,97.98382580254932,99.62662454225604,98.09195359498813,99.98650439644452,100
01/03/2020,97.66875823415134,99.63471296692548,97.93451605940984,99.98247447185508,100
01/04/2020,97.66875823415134,99.63471296692548,97.93451605940984,99.98247447185508,100
01/05/2020,97.66875823415134,99.63471296692548,97.93451605940984,99.98247447185508,100
01/06/2020,97.88295848718808,99.62306573204602,98.04172706543082,99.98517845306375,100
01/07/2020,97.46309397805136,99.62306573204602,97.86269409647512,99.98664250524114,100
01/08/2020,97.27127162745184,99.5985401459854,97.86823088661848,99.98650439644452,100
01/09/2020,97.12223825913178,99.5985401459854,97.7668610441364,99.97336515963512,100
01/10/2020,97.21830164145764,99.5985401459854,98.02631965126083,99.97171836457774,100
01/11/2020,97.21830164145764,99.5985401459854,98.02631965126083,99.97171836457774,100
01/12/2020,97.21830164145764,99.5985401459854,98.02631965126083,99.97171836457774,100
01/13/2020,97.3979847464232,99.53749587049884,97.94268941786734,99.95695668125396,100
01/14/2020,97.28858045286712,99.5985401459854,97.91055934959348,99.96841631836378,100
01/15/2020,97.55112964738944,99.5985401459854,98.01918708657988,99.96858712327524,100
01/16/2020,97.46309397805136,99.57011534850866,97.60059966736686,99.99059989511277,100
01/17/2020,97.05650664033465,99.44810779816513,97.53571428571428,99.9852679325832,100
01/18/2020,97.05650664033465,99.44810779816513,97.53571428571428,99.9852679325832,100
01/19/2020,97.05650664033465,99.44810779816513,97.53571428571428,99.9852679325832,100
01/20/2020,96.9478677187694,99.40535893394468,97.3425559947299,99.97411614846617,100
01/21/2020,97.08343506536744,99.36118784530386,97.2469683525584,99.96284226704648,100
01/22/2020,96.88666393469856,99.45262500650398,97.2469683525584,99.92732901267384,100
01/23/2020,96.62340531286242,99.2844364937388,97.28594585606632,99.95568859832234,100
01/24/2020,96.44443954444726,99.1616990910598,97.09600751969576,99.89862811614924,100
01/25/2020,96.44443954444726,99.1616990910598,97.09600751969576,99.89862811614924,100
01/26/2020,96.44443954444726,99.1616990910598,97.09600751969576,99.89862811614924,100
01/27/2020,96.33504393982776,99.13327720271408,97.2310994960291,99.91746092708988,100
01/28/2020,96.230130355866,99.13327720271408,97.2182481032614,99.95568859832234,100
01/29/2020,96.21213787642156,98.92600715687408,97.34838592771894,99.93931440745266,100
01/30/2020,96.53170898577594,99.10714285714285,97.2108758235781,99.96841631836378,100
01/31/2020,96.94357019371424,99.0929867161834,97.02362812375566,99.67003973271436,100
02/01/2020,96.94357019371424,99.0929867161834,97.02362812375566,99.67003973271436,100
02/02/2020,96.94357019371424,99.0929867161834,97.02362812375566,99.67003973271436,100
02/03/2020,96.72917864567206,98.80060409671412,96.72821733443016,99.626319851824,100
02/04/2020,96.56261038502298,99.13327720271408,96.9144647124447,99.6685883685522,100
02/05/2020,96.24283498179176,98.75198681344555,97.2182481032614,99.61588835128109,100
02/06/2020,96.02941983643449,98.67661298999391,96.44257544824312,99.60933253000914,100
02/07/2020,95.9104464520656,98.60695708712612,96.09580759698464,99.60933253000914,100
02/08/2020,95.9104464520656,98.60695708712612,96.09580759698464,99.60933253000914,100
02/09/2020,95.9104464520656,98.60695708712612,96.09580759698464,99.60933253000914,100
02/10/2020,95.56050774507877,98.59487676801024,96.24901076618004,99.60742845346422,100
02/11/2020,95.486448429808,98.6000568504832,96.58823377138012,99.59333991193115,100
02/12/2020,95.31166581318574,98.58171875698274,96.5635532518894,99.59497333227765,100
02/13/2020,94.90013994510682,98.32201646090536,96.33033084982122,99.30364750264926,100
02/14/2020,94.87440891935272,98.50905218317358,96.3754591046734,99.53918848229569,100
02/15/2020,94.87440891935272,98.50905218317358,96.3754591046734,99.53918848229569,100
02/16/2020,94.87440891935272,98.50905218317358,96.3754591046734,99.53918848229569,100
02/17/2020,94.74288437378156,98.52678923130912,95.96480901278812,99.51172945842144,100
02/18/2020,94.67725875579028,98.48240540540542,95.85564191256046,99.38876062009474,100
02/19/2020,94.410568008893,98.48778536585364,96.03847888147212,99.18820641510402,100
